asset_id,asset_type,building,criticality,asset_age_years,previous_failures,days_since_maintenance,maintenance_count_12m,complaints_30d,severity,usage_hours_day,failure_next_30d
AST-1040,HVAC,Boys Hostel,Critical,6,4,50,4,1,5,11.4,1
AST-1041,Security/CCTV,Block A,Critical,8,5,120,3,1,5,20.9,1
AST-1042,HVAC,Science Block,Medium,1.5,2,173,0,0,2,9,0
AST-1043,Civil,Boys Hostel,Low,3.8,2,90,3,1,5,13.1,0
AST-1044,Security/CCTV,Block B,Low,7.4,5,306,3,1,2,23.3,1
AST-1045,Furniture,Science Block,Medium,6.8,3,165,3,1,3,21.7,1
AST-1046,Security/CCTV,Girls Hostel,Medium,1.1,1,194,3,1,5,9.9,1
AST-1047,Plumbing,Auditorium,Critical,5.5,2,224,2,0,2,15.9,0
AST-1048,Furniture,Block C,Medium,9.3,5,198,0,0,4,13.4,1
AST-1049,Security/CCTV,Boys Hostel,Medium,5.8,4,94,1,1,2,9.2,0
AST-1050,Security/CCTV,Block B,Low,4.9,3,194,0,1,2,11.5,1
AST-1051,Lab Equipment,Block C,Low,5.6,4,319,0,0,1,4.2,1
AST-1052,Elevator,Block C,Critical,4.2,3,200,1,0,5,14.2,1
AST-1053,Plumbing,Science Block,Critical,6.7,4,130,0,0,2,15.4,0
AST-1054,Civil,Block C,Medium,1,0,49,4,1,3,6.8,0
AST-1055,Civil,Science Block,Critical,9.3,4,173,3,0,4,12,1
AST-1056,Plumbing,Girls Hostel,Low,0.8,1,11,1,1,5,17.7,0
AST-1057,Furniture,Block A,Critical,5.3,2,132,2,1,2,13.7,1
AST-1058,Security/CCTV,Block C,High,2.6,3,291,1,0,4,20.6,1
AST-1059,Civil,Block C,Critical,8.6,5,47,1,0,1,10.2,1
AST-1060,Elevator,Science Block,Critical,6,2,144,4,1,2,12,1
AST-1061,Elevator,Block C,Low,1.3,2,251,3,1,2,5,0
AST-1062,HVAC,Girls Hostel,Medium,7,4,107,2,0,4,12.9,1
AST-1063,Elevator,Boys Hostel,Medium,9.7,4,243,3,0,1,22,1
AST-1064,Plumbing,Girls Hostel,High,8.5,3,163,2,0,3,8.1,1
AST-1065,HVAC,Science Block,Medium,1.7,2,254,0,0,3,11.2,0
AST-1066,Lab Equipment,Girls Hostel,Critical,3.9,2,91,3,0,5,17.1,0
AST-1067,Elevator,Main Library,Low,9.1,6,197,4,0,4,11,1
AST-1068,Civil,Boys Hostel,Medium,2.7,2,118,1,1,5,20.8,0
AST-1069,Furniture,Block A,Medium,5.1,2,218,0,1,5,13.4,1
AST-1070,Security/CCTV,Boys Hostel,Low,7.6,5,337,2,1,5,9.5,1
AST-1071,Civil,Block A,High,7.3,3,89,2,0,2,4.9,1
AST-1072,Plumbing,Science Block,High,3.7,0,114,4,1,5,10.7,0
AST-1073,Lab Equipment,Block B,High,4.2,3,345,3,0,1,7,1
AST-1074,HVAC,Block C,Medium,8.3,4,75,2,0,5,4.7,1
AST-1075,Electrical,Block B,Critical,7.4,4,81,4,1,3,10.3,1
AST-1076,Furniture,Science Block,Critical,1.1,1,294,3,0,3,6.9,1
AST-1077,Civil,Girls Hostel,Low,5.7,2,154,0,0,4,19.8,1
AST-1078,HVAC,Block A,Low,8.7,3,324,1,1,5,9.8,1
AST-1079,Furniture,Science Block,High,1.7,0,223,2,1,1,19,1
AST-1080,Elevator,Boys Hostel,Low,3.7,2,219,1,0,5,11.6,1
AST-1081,Security/CCTV,Main Library,Medium,0.9,1,197,4,0,3,11.3,0
AST-1082,Lab Equipment,Science Block,Low,7.4,4,155,1,1,3,22.8,1
AST-1083,Plumbing,Main Library,Low,3,2,248,3,0,2,18.1,0
AST-1084,Lab Equipment,Block B,Critical,4.7,1,187,0,1,4,11.8,1
AST-1085,Furniture,Boys Hostel,Medium,9.6,4,241,2,1,4,12.3,1
AST-1086,Plumbing,Science Block,Low,1.7,1,266,2,2,4,8.9,1
AST-1087,HVAC,Main Library,High,2,2,240,2,1,3,16.2,1
AST-1088,Elevator,Block C,Critical,3.5,2,238,0,0,4,5,0
AST-1089,Electrical,Science Block,Critical,7.8,2,281,1,1,3,10,0
AST-1090,Plumbing,Block C,Medium,6.8,3,75,3,1,2,9.2,1
AST-1091,Security/CCTV,Science Block,High,0.7,1,122,4,2,4,21.5,1
AST-1092,Security/CCTV,Girls Hostel,Critical,3.9,2,100,4,0,3,20.1,1
AST-1093,Security/CCTV,Main Library,Medium,5.1,1,176,1,0,3,16.8,1
AST-1094,Elevator,Block B,Low,3.1,3,252,2,1,1,8,0
AST-1095,Lab Equipment,Block A,Critical,7.6,4,345,4,0,5,11.7,1
AST-1096,Electrical,Science Block,High,2.5,1,358,3,0,3,21.5,1
AST-1097,Civil,Auditorium,Low,1.8,2,316,3,1,4,14.6,1
AST-1098,Civil,Block A,High,3,1,224,4,1,4,12,1
AST-1099,Furniture,Auditorium,Critical,3.9,2,126,2,2,3,7.7,0
AST-1100,Lab Equipment,Boys Hostel,High,1.2,0,173,2,2,3,7.1,0
AST-1101,Electrical,Boys Hostel,Critical,6.7,3,224,3,0,3,19.8,1
AST-1102,Security/CCTV,Block C,Critical,4.3,2,70,0,1,1,15.5,0
AST-1103,Security/CCTV,Auditorium,Critical,4.4,4,39,3,2,1,16.4,1
AST-1104,Plumbing,Science Block,Low,9.4,5,137,3,0,3,9,1
AST-1105,Plumbing,Science Block,High,9.1,5,283,4,1,4,10,1
AST-1106,Lab Equipment,Block C,High,2.1,0,13,3,1,3,10.1,1
AST-1107,Elevator,Block C,High,2.6,3,211,0,1,1,12.1,1
AST-1108,Plumbing,Block A,High,8.5,3,112,0,0,4,4.8,1
AST-1109,Lab Equipment,Boys Hostel,Low,6.1,3,53,4,0,2,20.1,1
AST-1110,Electrical,Main Library,Critical,5.6,2,102,1,1,3,12.3,0
AST-1111,Civil,Auditorium,Low,5.2,1,289,2,0,2,12,1
AST-1112,Security/CCTV,Auditorium,Medium,7,2,275,3,0,5,6.9,1
AST-1113,Civil,Main Library,Critical,6.3,5,201,0,0,4,11.6,1
AST-1114,Lab Equipment,Auditorium,Critical,6.5,3,60,2,1,3,23.5,1
AST-1115,HVAC,Boys Hostel,Low,5,4,334,2,2,5,8.7,1
AST-1116,Civil,Girls Hostel,High,4.2,3,218,3,1,2,10.4,0
AST-1117,Security/CCTV,Block B,Medium,7.1,2,265,3,1,2,23.3,0
AST-1118,Elevator,Block C,High,8.3,5,201,4,0,1,6.6,1
AST-1119,Plumbing,Block A,Critical,4.5,2,149,0,0,1,5.2,0
AST-1120,Elevator,Boys Hostel,High,5.3,1,253,1,1,1,20.9,1
AST-1121,Furniture,Block C,Medium,7.4,4,31,4,1,5,19.5,1
AST-1122,Electrical,Girls Hostel,Medium,7.1,2,210,0,1,5,16,1
AST-1123,Elevator,Science Block,High,0.6,1,131,3,1,3,15.6,0
AST-1124,Plumbing,Block A,Low,6.9,2,161,1,0,1,4.9,1
AST-1125,Lab Equipment,Block A,Medium,5.7,3,173,0,0,5,23.7,1
AST-1126,Elevator,Block A,Critical,5.3,4,186,2,0,3,14.2,1
AST-1127,HVAC,Science Block,Medium,5,4,179,1,0,3,9.8,0
AST-1128,Lab Equipment,Boys Hostel,Medium,8.3,4,111,4,0,2,6.3,1
AST-1129,HVAC,Science Block,Medium,1.6,1,309,2,0,2,12.3,1
AST-1130,HVAC,Auditorium,Medium,8.1,5,313,2,1,2,4.5,1
AST-1131,HVAC,Main Library,Medium,5.5,2,248,1,1,4,17.8,1
AST-1132,Lab Equipment,Girls Hostel,Medium,2.9,1,294,2,0,2,5.7,0
AST-1133,Elevator,Block B,Low,3,3,141,4,0,1,15.7,0
AST-1134,HVAC,Main Library,Critical,9.3,4,268,1,0,2,12,1
AST-1135,Furniture,Block C,High,1,0,244,1,2,4,19.1,1
AST-1136,Electrical,Girls Hostel,Medium,5.9,3,168,3,1,5,9.2,1
AST-1137,Furniture,Block B,Critical,3.7,3,160,2,0,2,19.7,0
AST-1138,Civil,Boys Hostel,High,0.8,0,121,3,1,5,17.5,0
AST-1139,HVAC,Science Block,Low,8,5,17,4,0,2,14.7,0
AST-1140,Furniture,Auditorium,Critical,2.1,1,314,3,1,1,22.2,1
AST-1141,Electrical,Science Block,Critical,3.1,0,268,3,2,3,15.5,1
AST-1142,Elevator,Auditorium,Medium,3.7,2,10,0,0,4,4.5,1
AST-1143,Security/CCTV,Science Block,Low,4.8,2,352,4,0,2,8.4,0
AST-1144,Lab Equipment,Auditorium,Medium,4.9,4,201,3,0,3,22.1,1
AST-1145,Elevator,Boys Hostel,Critical,1.2,0,296,0,0,3,11,0
AST-1146,Lab Equipment,Block B,Medium,6.4,2,200,1,0,2,7,1
AST-1147,Civil,Main Library,Critical,8.3,5,208,1,0,4,7.3,1
AST-1148,Lab Equipment,Auditorium,Medium,6,2,25,1,0,1,5.4,0
AST-1149,Furniture,Auditorium,Medium,7.6,5,283,3,0,2,5.6,1
AST-1150,Lab Equipment,Main Library,Low,8.6,5,283,0,0,1,14.7,1
AST-1151,HVAC,Girls Hostel,Low,4.3,1,52,0,1,4,19.1,0
AST-1152,Elevator,Main Library,Low,3.7,1,160,3,0,1,5.2,1
AST-1153,HVAC,Science Block,Critical,2.7,1,62,1,0,2,22.6,1
AST-1154,HVAC,Block B,Low,6.2,2,250,2,0,3,9.9,1
AST-1155,Elevator,Girls Hostel,High,1.7,1,156,4,0,5,20.3,1
AST-1156,Plumbing,Block B,High,5.9,3,77,4,1,2,12.6,0
AST-1157,Civil,Block A,Low,9.6,4,74,3,0,4,15,1
AST-1158,Elevator,Main Library,Critical,4.7,3,109,3,0,2,7,1
AST-1159,HVAC,Science Block,Low,2.3,1,107,2,1,5,22,1
AST-1160,HVAC,Block C,High,7,5,297,0,0,2,21.4,1
AST-1161,Elevator,Science Block,Critical,2.9,3,23,1,1,4,10.7,0
AST-1162,Security/CCTV,Block A,High,3.1,2,317,0,0,3,5.3,0
AST-1163,Lab Equipment,Auditorium,Low,2.2,0,119,4,0,3,13.5,0
AST-1164,Furniture,Block A,High,6.8,4,208,2,0,5,15.1,1
AST-1165,HVAC,Block A,Medium,5.3,2,309,0,1,4,23.4,1
AST-1166,Elevator,Block B,Low,3,3,65,0,0,1,18.1,1
AST-1167,Electrical,Science Block,Low,4.3,2,82,0,1,4,11.9,0
AST-1168,Civil,Main Library,Critical,4.9,3,103,0,0,1,13.4,0
AST-1169,Furniture,Auditorium,Low,2.7,1,337,3,1,5,13.2,0
AST-1170,Elevator,Main Library,Low,7.6,4,250,3,1,1,21.5,1
AST-1171,Lab Equipment,Boys Hostel,Low,2.6,0,224,0,0,2,16.8,0
AST-1172,Furniture,Girls Hostel,Medium,9.5,5,34,4,0,5,8,1
AST-1173,Security/CCTV,Block A,Critical,1.7,2,118,0,1,2,9.7,0
AST-1174,Elevator,Main Library,Medium,9.3,3,92,4,0,5,19.6,1
AST-1175,Plumbing,Block C,Low,9.5,3,291,2,0,4,9.7,1
AST-1176,Plumbing,Auditorium,High,4.5,1,297,1,2,4,15.1,1
AST-1177,Furniture,Block C,Medium,0.6,0,304,3,0,4,10.8,0
AST-1178,HVAC,Boys Hostel,Critical,1.9,1,288,0,2,1,17.1,1
AST-1179,Electrical,Girls Hostel,Low,4,1,201,1,0,5,6.4,1
AST-1180,Furniture,Block B,Low,9.2,5,292,3,2,2,12.4,1
AST-1181,Furniture,Block A,High,9.6,5,350,1,0,3,7.3,1
AST-1182,Furniture,Boys Hostel,Critical,4.9,3,322,3,1,1,8.5,0
AST-1183,Elevator,Block A,Medium,5,3,342,0,0,3,12.1,1
AST-1184,Electrical,Girls Hostel,High,5.2,4,263,4,0,5,7.6,1
AST-1185,Furniture,Main Library,High,0.8,0,241,0,0,1,13.9,0
AST-1186,Civil,Block A,Medium,6.7,3,126,3,0,2,15.6,0
AST-1187,HVAC,Block C,Critical,5.6,2,260,3,1,1,16.6,0
AST-1188,Security/CCTV,Block A,Low,8.7,5,53,2,0,2,12.9,1
AST-1189,Lab Equipment,Auditorium,Medium,6.1,3,20,3,0,3,19.8,1
AST-1190,Security/CCTV,Block C,High,7.1,5,180,1,0,3,16.2,1
AST-1191,Elevator,Block A,Critical,2.8,1,230,4,3,1,20.4,1
AST-1192,Electrical,Auditorium,Medium,1.2,1,40,0,0,3,16.7,0
AST-1193,Civil,Boys Hostel,Critical,9.1,3,147,4,0,4,13.1,1
AST-1194,Electrical,Auditorium,High,7.3,4,153,2,0,1,18,1
AST-1195,Civil,Girls Hostel,Low,8.4,5,226,4,0,4,15.1,1
AST-1196,Security/CCTV,Block A,Medium,2.7,3,132,3,0,3,6.2,1
AST-1197,Plumbing,Boys Hostel,Medium,8.1,3,25,3,0,4,11.8,1
AST-1198,Electrical,Girls Hostel,Critical,6,2,135,1,0,1,9,1
AST-1199,Lab Equipment,Block A,Critical,2.3,2,237,3,1,3,23.7,1
AST-1200,Plumbing,Boys Hostel,Medium,1.5,1,288,4,0,4,14.5,1
